# NAME: be1000.10
# COMMENT: Beasley instances from ORLIB. Converted to a MAX-CUT problem.
1001 50028
8 509 -18
8 511 -72
8 530 65
8 538 21
8 546 31
8 547 -29
8 555 -48
8 559 10
8 560 81
8 563 92
8 581 73
8 586 18
8 593 64
8 596 -74
8 604 14
8 628 -60
8 629 26
8 639 -64
8 661 -72
8 678 -92
8 680 86
8 686 -14
8 688 58
8 691 59
8 698 57
8 699 97
8 724 -12
8 726 -57
8 733 64
8 743 -61
8 751 83
8 782 32
8 795 78
8 812 -30
8 821 -1
8 828 59
8 839 -25
8 843 22
8 845 -52
8 867 93
8 872 -83
8 877 -82
8 888 74
8 908 29
8 914 -45
8 917 59
8 930 -38
8 936 31
8 945 -39
8 954 85
8 955 98
8 964 74
8 980 -45
8 981 32
9 40 88
9 46 -52
9 57 81
9 60 -41
9 76 18
9 79 -3
9 83 40
9 93 50
9 100 63
9 102 64
9 104 80
9 126 4
9 141 73
9 152 -20
9 177 98
9 179 -63
9 192 -62
9 211 58
9 213 20
9 238 45
9 247 -46
9 249 -36
9 258 -58
9 259 -54
9 265 11
9 277 44
9 283 97
9 296 -69
9 298 -26
9 302 -89
9 306 75
9 309 -1
9 325 -30
9 332 -51
9 336 2
9 339 -51
9 340 57
9 345 66
9 350 -19
9 353 60
9 359 -98
9 372 -90
9 417 -4
9 435 82
9 444 -87
9 447 61
9 451 -33
9 465 -76
9 475 29
9 480 58
9 484 -5
9 485 3
9 493 44
9 495 52
9 498 -93
9 501 53
9 510 62
9 516 -9
9 521 -6
9 525 64
9 527 29
9 529 -95
9 537 -93
9 553 99
9 574 8
9 577 -19
9 584 3
9 601 -75
9 602 -41
9 607 64
9 608 87
9 630 72
9 631 -31
9 633 7
9 638 -46
9 643 4
9 651 55
9 655 -49
9 656 65
9 658 -14
9 661 -14
9 665 -12
9 681 -56
9 683 10
9 685 3
9 689 54
9 705 37
9 706 -40
9 712 -48
9 715 -1
9 731 -75
9 737 54
9 741 92
9 750 57
9 755 -20
9 762 -66
9 776 3
9 778 71
9 780 51
9 795 -46
9 797 -98
9 806 -60
9 825 -30
9 839 -32
9 855 76
9 857 -1
9 868 52
9 878 -72
9 888 -20
9 897 4
9 906 60
9 928 88
9 931 -53
9 933 -54
9 944 15
9 945 -40
9 952 46
9 954 17
9 968 21
9 972 -59
9 975 21
9 982 -12
9 983 90
9 994 53
9 996 -79
10 17 -89
10 18 -68
10 33 70
10 35 -48
10 36 55
10 42 52
10 55 46
10 73 -6
10 86 37
10 90 46
10 122 19
10 145 -27
10 148 -60
10 161 -41
10 162 17
10 167 -67
10 168 -98
10 173 89
10 189 38
10 191 95
10 194 24
10 233 23
10 274 4
10 276 44
10 291 -100
10 295 -93
10 299 -1
10 306 91
10 322 -57
10 335 -23
10 339 -51
10 361 -78
10 368 -39
10 389 -85
10 391 -75
10 394 -79
10 403 -47
10 417 54
10 428 -64
10 431 -67
10 455 -39
10 470 -57
10 475 94
10 476 -56
10 479 76
10 497 -42
10 515 86
10 526 -77
10 532 -72
10 533 84
10 543 -8
10 546 77
10 557 -7
10 558 -36
10 559 16
10 562 49
10 564 20
10 565 -59
10 599 -90
10 600 97
10 601 59
10 613 -30
10 634 98
10 636 29
10 642 -35
10 653 1
10 659 90
10 677 75
10 684 -29
10 686 86
10 689 74
10 692 -82
10 703 35
10 704 -30
10 708 71
10 716 16
10 731 53
10 751 -87
10 787 -88
10 796 51
10 802 98
10 836 30
10 839 15
10 849 88
10 852 78
10 853 42
10 855 91
10 862 62
10 874 -63
10 892 -86
10 896 -46
10 916 -48
10 922 9
10 942 -24
10 943 97
10 944 30
10 946 94
10 949 71
10 955 -90
10 964 -68
10 967 -76
10 977 -43
10 984 32
10 996 -18
10 999 -57
11 17 -81
11 24 -53
11 33 -15
11 41 -57
11 43 -37
11 45 -19
11 70 -3
11 78 43
11 87 71
11 89 42
11 101 76
11 112 -21
11 117 48
11 124 -27
11 158 -60
11 177 51
11 179 -27
11 186 -77
11 192 48
11 193 -34
11 203 -64
11 204 -2
11 206 -5
11 218 -10
11 225 -29
11 233 47
11 239 14
11 243 -98
11 247 65
11 255 57
11 257 38
11 291 50
11 293 -1
11 295 54
11 325 76
11 329 -87
11 331 -85
11 343 99
11 348 8
11 363 15
11 368 60
11 375 49
11 385 -80
11 388 -34
11 395 94
11 405 -74
11 422 43
11 437 25
11 444 -4
11 450 41
11 484 38
11 494 85
11 501 11
11 503 -55
11 519 42
11 522 24
11 551 8
11 554 -63
11 560 11
11 565 -33
11 569 91
11 574 -93
11 579 86
11 593 87
11 594 -52
11 603 43
11 610 48
11 634 95
11 651 37
11 671 78
11 696 57
11 699 27
11 702 -44
11 720 -50
11 723 -93
11 737 27
11 744 32
11 753 88
11 758 81
11 765 71
11 778 -42
11 790 71
11 808 26
11 836 45
11 841 -57
11 851 -9
11 872 -82
11 889 -68
11 891 -40
11 898 -80
11 906 75
11 919 83
11 956 69
11 961 -46
11 971 72
11 984 -13
11 986 -49
11 996 -37
12 16 -94
12 24 -45
12 30 9
12 35 75
12 40 38
12 53 36
12 54 86
12 73 -31
12 100 37
12 109 33
12 115 -81
12 129 60
12 150 56
12 160 -97
12 174 53
12 193 37
12 198 59
12 200 37
12 246 -84
12 255 79
12 268 -51
12 271 -74
12 276 -39
12 290 63
12 295 95
12 302 12
12 304 -93
12 318 -99
12 342 -42
12 344 -39
12 364 -27
12 375 -57
12 376 -71
12 388 -41
12 393 -30
12 394 63
12 402 -7
12 412 9
12 418 -54
12 419 -4
12 426 42
12 427 22
12 431 21
12 455 -53
12 465 -18
12 479 -76
12 493 -23
12 497 -39
12 514 -49
12 531 -79
12 535 44
12 536 -76
12 554 34
12 559 -36
12 563 78
12 566 62
12 573 -13
12 574 19
12 577 1
12 579 74
12 604 -73
12 616 -52
12 621 43
12 635 -43
12 637 28
12 641 -91
12 672 -10
12 693 -13
12 694 -79
12 700 8
12 704 -7
12 710 -21
12 738 -78
12 739 -73
12 752 -67
12 753 58
12 765 11
12 782 -41
12 795 -22
12 824 31
12 830 -42
12 833 -70
12 842 35
12 845 -36
12 847 -20
12 855 73
12 879 -60
12 889 33
12 890 -10
12 901 2
12 927 -4
12 932 46
12 946 -3
12 968 78
12 981 -37
12 994 -55
12 999 -64
13 24 -82
13 31 49
13 46 17
13 82 59
13 112 30
13 116 22
13 121 23
13 128 -37
13 140 -31
13 185 76
13 202 51
13 212 -28
13 214 -82
13 219 -18
13 221 -18
13 254 45
13 258 84
13 279 62
13 285 -48
13 308 77
13 313 30
13 329 -61
13 331 -50
13 338 92
13 344 -26
13 345 29
13 347 -39
13 355 44
13 360 -49
13 396 -67
13 399 -65
13 416 -8
13 417 -49
13 431 87
13 432 94
13 439 41
13 441 -30
13 459 31
13 466 -28
13 474 -70
13 512 -35
13 550 41
13 554 -19
13 556 -19
13 563 -26
13 576 28
13 617 98
13 642 -75
13 652 -2
13 660 -14
13 664 68
13 666 70
13 673 29
13 682 25
13 721 8
13 725 4
13 727 -23
13 732 76
13 741 -4
13 742 20
13 744 -44
13 771 -68
13 793 -92
13 795 58
13 797 87
13 812 24
13 819 -82
13 832 69
13 842 -29
13 855 8
13 874 -34
13 876 -79
13 878 -33
13 881 57
13 884 69
13 886 76
13 889 -31
13 903 98
13 918 65
13 926 54
13 932 7
13 937 67
13 955 -41
13 961 1
13 962 69
13 975 -33
13 979 -50
13 980 7
13 992 1
14 23 40
14 25 -77
14 30 93
14 42 36
14 48 -64
14 55 17
14 59 -25
14 61 -95
14 73 72
14 99 24
14 101 -90
14 104 -3
14 106 25
14 111 85
14 125 10
14 168 -40
14 175 -83
14 182 -53
14 197 47
14 216 45
14 217 -21
14 219 70
14 222 -19
14 233 -87
14 239 63
14 258 -6
14 266 87
14 268 -47
14 270 -95
14 271 28
14 272 -42
14 282 -19
14 310 90
14 328 44
14 341 17
14 349 36
14 352 17
14 353 -51
14 354 34
14 363 -94
14 367 -86
14 379 85
14 383 -8
14 384 80
14 392 84
14 393 57
14 396 12
14 400 2
14 402 29
14 403 -23
14 424 59
14 461 53
14 465 96
14 467 -57
14 477 -98
14 494 42
14 505 -14
14 511 73
14 513 36
14 538 92
14 540 -40
14 549 -14
14 562 -38
14 567 55
14 589 -94
14 593 61
14 601 -71
14 607 16
14 610 -29
14 625 45
14 677 57
14 687 -43
14 690 71
14 691 17
14 696 72
14 699 -44
14 706 49
14 714 -56
14 721 -32
14 739 8
14 747 -95
14 749 -65
14 750 -11
14 758 53
14 759 -74
14 772 -49
14 774 77
14 776 -31
14 787 -78
14 822 58
14 832 -72
14 837 -17
14 843 -90
14 854 -74
14 869 36
14 882 -96
14 895 -35
14 914 -95
14 938 -91
14 969 -5
14 971 -75
14 990 -98
14 993 -49
14 999 76
15 30 82
15 53 -7
15 60 -81
15 61 35
15 79 -64
15 86 -98
15 99 -33
15 133 -16
15 149 70
15 155 73
15 163 82
15 169 -88
15 201 65
15 208 -85
15 213 -36
15 217 -100
15 228 74
15 230 -45
15 268 44
15 270 68
15 275 -14
15 285 77
15 300 14
15 317 59
15 339 48
15 347 -20
15 351 -38
15 381 -54
15 386 -51
15 398 -10
15 400 -44
15 421 77
15 446 -65
15 448 -34
15 451 82
15 452 62
15 454 63
15 456 -36
15 461 -4
15 463 63
15 471 -83
15 475 45
15 476 80
15 479 -82
15 487 -36
15 500 -83
15 504 -100
15 511 72
15 513 -12
15 515 78
15 521 -85
15 530 52
15 549 60
15 562 -48
15 567 29
15 574 -72
15 582 -87
15 594 85
15 608 21
15 616 33
15 618 -54
15 623 18
15 629 29
15 638 78
15 640 -4
15 667 61
15 673 96
15 675 25
15 676 12
15 677 -60
15 682 5
15 688 -27
15 701 -78
15 703 90
15 710 -62
15 714 17
15 732 24
15 735 6
15 738 81
15 739 -65
15 749 95
15 760 4
15 764 -56
15 767 -66
15 772 32
15 783 -56
15 784 65
15 805 57
15 809 -79
15 816 44
15 824 -17
15 840 93
15 842 73
15 850 -1
15 861 30
15 866 71
15 872 -95
15 892 -17
15 896 88
15 915 -87
15 922 34
15 925 45
15 936 99
15 957 -98
15 966 -40
15 967 -43
15 970 72
15 978 -28
15 982 -75
15 999 76
16 17 -27
16 19 85
16 38 -92
16 42 -6
16 45 -46
16 49 -47
16 52 77
16 77 4
16 78 -8
16 81 -34
16 96 21
16 98 -67
16 121 -23
16 126 -62
16 159 37
16 173 49
16 174 69
16 181 73
16 195 29
16 206 93
16 241 84
16 242 66
16 255 -25
16 256 95
16 304 -4
16 308 90
16 315 14
16 321 -90
16 329 41
16 337 29
16 342 55
16 343 92
16 352 -33
16 360 -62
16 366 -98
16 369 63
16 391 51
16 397 -61
16 400 5
16 405 -64
16 437 -56
16 464 71
16 465 28
16 468 27
16 469 -54
16 497 -27
16 498 13
16 504 -65
16 508 -55
16 510 43
16 514 1
16 520 -87
16 524 -33
16 550 -52
16 555 79
16 565 50
16 571 71
16 573 29
16 578 26
16 583 -47
16 593 93
16 618 23
16 621 67
16 622 63
16 623 -82
16 626 88
16 630 43
16 641 -16
16 642 -76
16 649 55
16 656 56
16 665 -35
16 668 -87
16 685 -25
16 692 28
16 694 80
16 698 68
16 702 36
16 726 -75
16 749 20
16 754 -44
16 755 -66
16 762 72
16 778 57
16 788 33
16 792 -13
16 793 -95
16 799 -25
16 820 35
16 823 -33
16 826 44
16 875 48
16 884 81
16 889 7
16 895 -92
16 900 5
16 901 -10
16 920 13
16 932 19
16 936 6
16 969 -78
16 974 79
16 993 96
17 22 -75
17 41 -95
17 61 -3
17 70 34
17 82 -47
17 98 4
17 105 -66
17 107 -76
17 111 11
17 124 67
17 160 81
17 178 -6
17 184 -19
17 187 -32
17 199 33
17 207 84
17 208 -95
17 218 18
17 225 -82
17 226 -29
17 233 -66
17 251 -35
17 271 -59
17 278 -38
17 279 -84
17 283 -97
17 294 10
17 295 -66
17 306 -41
17 318 -89
17 321 53
17 336 -42
17 342 -50
17 372 13
17 378 -3
17 384 50
17 391 -91
17 413 -65
17 417 -87
17 427 -61
17 433 -12
17 437 88
17 447 12
17 458 4
17 477 -45
17 485 -68
17 498 88
17 517 -45
17 536 56
17 537 2
17 545 -90
17 557 97
17 571 47
17 581 81
17 617 -3
17 620 91
17 624 -79
17 647 -1
17 670 -78
17 680 -46
17 688 -22
17 696 40
17 706 -100
17 715 79
17 717 -82
17 718 86
17 719 80
17 727 88
17 730 -40
17 762 -71
17 765 -20
17 771 61
17 797 -79
17 799 44
17 802 44
17 842 -11
17 845 -8
17 857 -85
17 875 72
17 902 1
17 909 -57
17 930 -78
17 936 20
17 951 22
17 975 -90
17 990 -19
17 992 -77
18 26 24
18 38 -61
18 46 -8
18 49 -15
18 54 -42
18 89 59
18 93 33
18 104 62
18 137 6
18 141 82
18 145 -88
18 164 57
18 166 55
18 173 44
18 183 -74
18 193 44
18 195 -7
18 210 22
18 214 -39
18 218 3
18 223 -59
18 231 -39
18 233 9
18 247 65
18 253 65
18 259 61
18 262 -71
18 296 -70
18 303 -7
18 325 -19
18 346 -94
18 370 23
18 373 55
18 377 36
18 418 -98
18 425 60
18 429 2
18 438 -84
18 467 68
18 469 34
18 494 82
18 518 90
18 539 54
18 542 59
18 565 14
18 578 9
18 596 39
18 615 94
18 625 39
18 636 86
18 659 -28
18 661 -100
18 663 4
18 703 -25
18 705 -92
18 710 8
18 723 19
18 757 -46
18 758 20
18 768 -44
18 779 -41
18 781 -9
18 785 -22
18 806 -74
18 821 28
18 824 72
18 841 -8
18 854 -31
18 857 -78
18 860 16
18 870 -68
18 873 -84
18 876 -20
18 892 40
18 904 14
18 905 75
18 908 -77
18 920 86
18 922 76
18 936 -84
18 939 -33
18 940 -96
18 958 -60
18 997 -33
18 998 -36
19 30 -79
19 47 66
19 67 -86
19 70 -60
19 108 89
19 115 21
19 116 -77
19 138 45
19 148 71
19 155 -65
19 187 33
19 199 -74
19 205 -59
19 208 -82
19 212 80
19 226 30
19 235 60
19 240 42
19 258 81
19 262 -77
19 274 78
19 284 -96
19 295 18
19 309 -50
19 312 -93
19 316 6
19 317 82
19 319 -61
19 330 28
19 339 -38
19 347 47
19 353 89
19 356 -37
19 358 -19
19 367 54
19 368 88
19 374 -52
19 376 67
19 380 50
19 393 64
19 396 93
19 404 69
19 411 -36
19 439 -69
19 444 98
19 451 64
19 458 -53
19 459 44
19 467 -8
19 480 -21
19 512 64
19 517 -99
19 531 6
19 547 -27
19 558 -65
19 582 -32
19 583 -22
19 599 -71
19 600 -36
19 619 4
19 625 -7
19 652 36
19 653 -71
19 666 -55
19 685 75
19 703 89
19 704 -50
19 707 -26
19 713 -64
19 735 50
19 740 -96
19 745 -86
19 763 41
19 767 -45
19 769 -93
19 781 -92
19 816 53
19 873 -42
19 874 73
19 884 13
19 905 -92
19 917 -38
19 932 -16
19 939 -49
19 940 87
19 946 -36
19 959 49
19 978 12
19 994 -82
19 995 -39
20 22 37
20 55 -45
20 78 -21
20 84 77
20 107 -33
20 113 9
20 137 48
20 140 -62
20 141 96
20 148 21
20 173 -94
20 177 31
20 188 -65
20 192 52
20 193 -65
20 197 86
20 216 10
20 254 -52
20 259 -43
20 262 63
20 268 -89
20 301 -54
20 303 -9
20 310 -54
20 314 21
20 320 75
20 326 13
20 334 18
20 335 -52
20 376 66
20 389 99
20 396 58
20 408 -65
20 428 -63
20 432 36
20 434 36
20 464 -89
20 465 16
20 467 53
20 476 -73
20 478 46
20 488 -93
20 509 58
20 512 -33
20 524 -63
20 533 25
20 536 -37
20 537 -65
20 566 60
20 567 62
20 570 -92
20 575 55
20 580 -27
20 591 -87
20 602 77
20 603 -21
20 625 -22
20 641 90
20 642 52
20 648 -73
20 660 -14
20 678 7
20 684 -21
20 692 -78
20 696 -20
20 702 16
20 730 -30
20 733 20
20 735 -4
20 740 -52
20 741 70
20 765 -94
20 768 -77
20 774 -96
20 775 -98
20 780 46
20 783 57
20 784 84
20 791 46
20 805 44
20 807 62
20 811 13
20 839 68
20 846 -75
20 849 -38
20 861 -1
20 887 -67
20 899 61
20 916 -65
20 919 48
20 927 82
20 936 -31
20 937 -31
20 944 -24
20 969 97
20 975 1
20 982 37
21 28 -94
21 30 96
21 47 44
21 71 -66
21 74 -63
21 75 49
21 78 88
21 97 -28
21 106 -92
21 114 73
21 123 21
21 144 34
21 152 27
21 158 51
21 160 93
21 171 71
21 176 63
21 186 -19
21 210 30
21 213 -39
21 243 -57
21 248 -24
21 256 -100
21 272 -14
21 278 -36
21 297 -60
21 299 -23
21 302 51
21 309 51
21 318 59
21 319 -49
21 328 94
21 333 17
21 350 -13
21 357 69
21 363 -86
21 364 -87
21 365 64
21 369 59
21 373 -84
21 379 -47
21 394 -90
21 407 11
21 408 1
21 436 92
21 449 -45
21 463 -9
21 469 -96
21 471 -90
21 481 -19
21 488 81
21 489 42
21 499 -47
21 501 -76
21 516 -94
21 519 -74
21 529 -79
21 541 76
21 562 -30
21 583 -21
21 598 75
21 604 24
21 615 -63
21 616 -16
21 622 -73
21 627 -7
21 640 13
21 642 -29
21 645 -16
21 650 48
21 657 5
21 667 -53
21 677 33
21 699 5
21 702 -81
21 705 29
21 710 49
21 714 9
21 741 71
21 755 13
21 771 26
21 798 -84
21 818 89
21 820 26
21 825 18
21 857 -73
21 869 59
21 874 -6
21 892 -93
21 906 -86
21 907 -87
21 919 -74
21 924 27
21 927 88
21 947 28
21 964 10
21 966 7
21 968 28
21 981 -96
21 998 75
21 999 91
22 35 -84
22 48 64
22 51 -82
22 53 19
22 54 -41
22 64 -20
22 85 -88
22 90 9
22 108 -30
22 113 -19
22 134 -55
22 151 -96
22 168 -15
22 181 77
22 185 33
22 199 -100
22 207 -40
22 226 21
22 236 -92
22 257 -82
22 264 69
22 269 31
22 279 -38
22 285 -44
22 289 46
22 291 -52
22 301 15
22 310 -60
22 312 36
22 321 87
22 348 -6
22 367 77
22 401 -95
22 413 -46
22 432 -29
22 434 -39
22 443 -40
22 451 96
22 475 13
22 476 -88
22 485 -8
22 511 -48
22 519 56
22 552 6
22 555 55
22 571 22
22 591 -74
22 592 39
22 600 -51
