# NAME: be1000.1
# COMMENT: Beasley instances from ORLIB. Converted to a MAX-CUT problem.
1001 50458
7 327 62
7 334 54
7 341 50
7 383 -42
7 384 1
7 391 -51
7 394 49
7 398 31
7 399 13
7 414 -53
7 427 31
7 470 83
7 477 -26
7 490 -71
7 491 15
7 499 88
7 519 -35
7 531 -18
7 532 54
7 537 -52
7 540 64
7 552 -28
7 557 -47
7 561 12
7 572 -12
7 580 -18
7 583 -18
7 586 -67
7 592 -47
7 625 74
7 629 41
7 658 -82
7 666 -33
7 678 62
7 690 -64
7 710 85
7 718 -78
7 719 86
7 724 -63
7 748 57
7 752 66
7 757 61
7 759 67
7 764 24
7 771 -57
7 817 27
7 825 -17
7 831 -63
7 836 -55
7 864 64
7 880 24
7 885 32
7 886 46
7 891 -4
7 892 -21
7 893 27
7 904 -65
7 913 -89
7 923 49
7 938 35
7 955 51
7 962 -70
7 975 49
7 982 -28
7 984 9
7 989 22
7 992 20
8 9 50
8 23 23
8 38 89
8 50 -28
8 59 53
8 64 -72
8 72 98
8 81 46
8 82 -54
8 95 76
8 104 85
8 109 96
8 114 -44
8 128 -32
8 145 -92
8 146 -100
8 162 -23
8 169 -79
8 173 -2
8 180 -32
8 191 -26
8 192 -50
8 209 72
8 211 -61
8 215 57
8 219 27
8 233 -70
8 242 -94
8 247 71
8 248 -65
8 256 -46
8 263 -99
8 276 -76
8 278 82
8 293 -68
8 300 -66
8 309 -82
8 312 -10
8 336 19
8 338 -89
8 346 -42
8 364 89
8 365 -47
8 381 55
8 384 -89
8 393 5
8 394 78
8 395 -93
8 398 -70
8 403 -67
8 404 -18
8 407 80
8 412 51
8 414 76
8 459 -57
8 476 6
8 488 -4
8 493 7
8 564 -78
8 570 46
8 589 6
8 601 48
8 626 -98
8 635 -50
8 638 21
8 647 -4
8 651 -18
8 659 86
8 675 -10
8 676 64
8 677 33
8 678 -29
8 681 41
8 687 94
8 702 22
8 717 53
8 722 -4
8 724 46
8 727 -38
8 732 18
8 740 -57
8 744 -1
8 747 -60
8 749 23
8 753 25
8 756 63
8 770 19
8 782 82
8 784 69
8 786 69
8 806 19
8 807 -46
8 817 60
8 826 -67
8 827 86
8 832 84
8 837 -57
8 847 -99
8 860 -18
8 904 -72
8 907 84
8 914 -19
8 920 -66
8 931 -35
8 941 98
8 953 -16
8 965 -54
9 12 -5
9 18 38
9 20 -42
9 25 51
9 29 -38
9 49 -98
9 63 -55
9 69 67
9 76 -85
9 127 -27
9 136 58
9 162 -95
9 171 28
9 206 -92
9 209 -73
9 216 80
9 217 -52
9 223 -82
9 226 15
9 229 15
9 238 63
9 240 -2
9 252 78
9 253 21
9 255 -25
9 257 -70
9 278 19
9 290 -28
9 307 -54
9 309 -23
9 317 9
9 326 -87
9 336 53
9 373 -17
9 374 -44
9 380 -11
9 381 94
9 397 -62
9 403 26
9 415 90
9 418 74
9 422 31
9 426 68
9 433 39
9 438 40
9 439 -65
9 445 54
9 447 57
9 465 -71
9 475 -8
9 495 -21
9 497 -10
9 502 -3
9 503 -65
9 506 70
9 519 78
9 554 68
9 562 -74
9 575 -75
9 579 -95
9 582 -47
9 593 75
9 606 -91
9 613 -45
9 622 -16
9 627 78
9 633 57
9 638 -2
9 644 -87
9 661 -8
9 668 -92
9 705 -47
9 707 63
9 708 -87
9 715 -6
9 716 4
9 720 -35
9 721 78
9 726 83
9 728 45
9 741 -75
9 751 6
9 763 26
9 790 -49
9 791 84
9 801 -83
9 802 -44
9 810 -74
9 822 -34
9 824 -34
9 848 -18
9 851 41
9 860 67
9 863 -95
9 866 -25
9 868 -39
9 874 39
9 889 1
9 897 -45
9 930 20
9 933 -29
9 935 70
9 943 -53
9 951 -57
9 953 98
9 962 44
9 971 34
9 974 96
9 987 -96
9 994 -100
10 11 28
10 16 21
10 35 19
10 44 23
10 47 30
10 57 -56
10 100 -70
10 116 -47
10 127 19
10 135 66
10 141 60
10 158 38
10 160 -5
10 166 -74
10 175 71
10 216 85
10 232 -84
10 235 8
10 239 69
10 243 99
10 258 45
10 261 37
10 276 -55
10 290 6
10 315 -41
10 322 -71
10 332 -3
10 335 4
10 357 -52
10 362 60
10 364 -51
10 375 -4
10 396 -14
10 399 78
10 426 97
10 439 -73
10 450 -28
10 493 57
10 495 60
10 501 12
10 514 -70
10 532 40
10 535 4
10 536 -86
10 545 -2
10 561 3
10 579 42
10 580 -2
10 583 97
10 596 -49
10 599 68
10 602 -8
10 603 3
10 604 -75
10 609 -80
10 614 52
10 636 -83
10 643 -94
10 645 20
10 650 -9
10 699 53
10 702 -44
10 712 68
10 720 -30
10 740 -57
10 758 -20
10 763 6
10 771 -80
10 776 -50
10 789 -69
10 800 23
10 808 -49
10 815 36
10 817 21
10 820 90
10 840 -80
10 846 52
10 861 44
10 870 -39
10 876 55
10 886 66
10 887 -8
10 889 -38
10 918 -78
10 934 -99
10 935 -45
10 937 -79
10 964 8
11 17 83
11 33 -45
11 35 79
11 45 97
11 48 28
11 60 51
11 71 96
11 88 76
11 97 -40
11 113 -24
11 120 -19
11 124 49
11 131 -76
11 134 37
11 139 -9
11 141 26
11 155 49
11 161 31
11 167 -48
11 181 -81
11 206 91
11 228 31
11 229 -39
11 248 82
11 251 -48
11 265 -98
11 275 -30
11 276 65
11 289 70
11 301 -75
11 303 31
11 304 56
11 325 55
11 353 6
11 359 68
11 367 -26
11 400 -62
11 418 46
11 425 -47
11 431 17
11 432 -8
11 440 45
11 443 -65
11 448 -85
11 467 21
11 483 5
11 488 -16
11 491 -81
11 512 -56
11 519 -36
11 534 58
11 536 36
11 552 91
11 560 29
11 566 59
11 579 9
11 592 12
11 603 -78
11 605 -36
11 624 -90
11 629 -13
11 635 37
11 639 15
11 654 -34
11 663 99
11 687 -37
11 689 -16
11 691 56
11 702 -75
11 703 -95
11 705 88
11 708 79
11 713 52
11 721 7
11 722 92
11 758 -47
11 769 64
11 775 -43
11 780 24
11 781 34
11 794 91
11 807 -36
11 825 23
11 830 67
11 831 6
11 837 7
11 842 77
11 851 -84
11 866 -51
11 887 -82
11 893 11
11 906 -87
11 908 11
11 916 30
11 933 1
11 942 32
11 958 -69
11 968 -32
11 989 -44
11 993 -33
12 14 -93
12 23 62
12 40 96
12 41 81
12 55 -15
12 84 -3
12 103 -77
12 113 22
12 124 1
12 141 -1
12 143 -65
12 152 -68
12 155 93
12 161 -74
12 166 -15
12 191 54
12 193 59
12 199 -84
12 206 79
12 218 67
12 222 66
12 227 86
12 229 -36
12 236 20
12 245 -44
12 271 75
12 278 59
12 316 -88
12 325 51
12 327 -34
12 331 -49
12 333 -4
12 347 -3
12 348 -7
12 359 15
12 373 40
12 377 -48
12 386 29
12 393 96
12 398 4
12 426 -23
12 431 19
12 453 -41
12 459 -33
12 466 -94
12 480 -67
12 485 -9
12 517 -9
12 525 19
12 541 -70
12 554 -78
12 568 45
12 580 67
12 590 -31
12 614 -79
12 626 83
12 629 -54
12 630 28
12 632 -53
12 646 2
12 649 72
12 660 75
12 675 9
12 692 -25
12 709 -81
12 722 -69
12 732 74
12 741 23
12 747 -99
12 764 -76
12 769 -66
12 772 -46
12 786 -70
12 787 -73
12 794 26
12 802 -8
12 811 84
12 835 36
12 851 16
12 890 89
12 897 66
12 909 -3
12 915 25
12 977 -27
12 984 -79
12 996 -75
13 24 -100
13 29 42
13 30 81
13 77 33
13 88 -1
13 91 59
13 107 -29
13 118 4
13 127 38
13 136 -44
13 139 -23
13 163 12
13 173 -38
13 186 -10
13 188 16
13 200 39
13 222 50
13 235 -77
13 236 -23
13 248 30
13 276 -40
13 299 22
13 304 -63
13 311 64
13 323 21
13 331 -55
13 359 -8
13 363 -67
13 366 -56
13 368 59
13 387 -78
13 388 -81
13 407 -97
13 411 -95
13 420 -21
13 427 -78
13 438 -77
13 444 -77
13 445 80
13 474 40
13 476 65
13 480 -70
13 481 86
13 492 -62
13 493 -85
13 508 61
13 522 61
13 539 49
13 545 93
13 555 35
13 565 96
13 585 -59
13 591 -44
13 596 -6
13 612 -75
13 614 67
13 623 39
13 650 -98
13 653 -15
13 656 -83
13 673 -60
13 676 85
13 684 -18
13 685 81
13 692 15
13 707 -23
13 712 -26
13 742 62
13 750 15
13 759 29
13 783 -11
13 787 -4
13 789 40
13 806 89
13 820 -96
13 840 -45
13 849 95
13 864 90
13 868 -62
13 877 74
13 893 -23
13 902 73
13 911 -68
13 914 36
13 923 -8
13 955 74
13 985 13
14 15 6
14 37 94
14 92 36
14 93 -77
14 112 4
14 132 -18
14 137 -18
14 147 -55
14 166 -21
14 168 -49
14 170 -35
14 179 96
14 199 49
14 200 -60
14 265 38
14 267 20
14 274 -85
14 276 -25
14 277 -36
14 287 6
14 291 -25
14 306 17
14 335 39
14 341 79
14 351 -49
14 374 96
14 379 41
14 391 -16
14 394 75
14 405 -29
14 423 -52
14 424 -67
14 427 -94
14 437 -61
14 438 -72
14 457 87
14 492 -97
14 508 91
14 517 -40
14 526 25
14 534 97
14 539 29
14 549 -91
14 553 39
14 569 -92
14 586 -22
14 589 20
14 609 -26
14 622 12
14 628 -36
14 633 84
14 676 51
14 682 -1
14 690 -11
14 712 38
14 714 63
14 724 93
14 731 83
14 735 78
14 736 55
14 746 18
14 751 -81
14 774 52
14 779 -7
14 780 4
14 782 -40
14 802 4
14 806 21
14 817 -83
14 844 -66
14 859 86
14 870 -63
14 876 -77
14 880 76
14 881 70
14 897 54
14 899 93
14 900 14
14 902 48
14 919 24
14 929 -10
14 934 11
14 940 85
14 989 41
14 999 -19
15 16 -32
15 43 -74
15 47 35
15 60 60
15 62 10
15 88 -8
15 90 -65
15 103 78
15 112 -58
15 122 21
15 127 -30
15 143 -73
15 145 -20
15 147 -11
15 161 -83
15 173 -23
15 175 -32
15 182 53
15 185 -45
15 207 66
15 208 -48
15 209 53
15 224 -68
15 237 -43
15 238 -37
15 243 -51
15 254 82
15 255 60
15 259 -88
15 274 -82
15 277 50
15 282 33
15 284 -100
15 290 96
15 292 29
15 329 89
15 353 -3
15 357 42
15 368 55
15 388 -88
15 392 -28
15 395 -28
15 406 24
15 409 62
15 421 94
15 422 -95
15 444 -72
15 445 -100
15 448 -97
15 477 65
15 486 -42
15 500 21
15 515 23
15 516 47
15 553 -74
15 587 -77
15 592 -54
15 600 -98
15 601 10
15 619 71
15 622 -27
15 625 63
15 629 87
15 657 46
15 658 -74
15 659 71
15 661 8
15 689 -7
15 696 -79
15 701 33
15 724 16
15 738 -1
15 739 -18
15 745 -40
15 754 38
15 765 -52
15 767 -84
15 773 -95
15 778 -33
15 801 -49
15 806 -92
15 824 55
15 833 5
15 840 -49
15 847 -24
15 853 -77
15 870 -58
15 889 28
15 891 -27
15 892 95
15 904 21
15 906 -62
15 917 52
15 929 -85
15 932 33
15 948 -36
15 952 3
15 954 -4
15 979 15
15 985 21
15 987 42
15 993 81
16 17 8
16 26 84
16 69 -76
16 71 94
16 75 66
16 78 -53
16 80 -66
16 81 -75
16 84 38
16 106 67
16 116 -78
16 117 -8
16 118 6
16 131 -73
16 163 -7
16 165 17
16 167 73
16 170 -74
16 183 -33
16 202 38
16 203 34
16 208 84
16 219 85
16 221 60
16 262 -69
16 269 90
16 294 97
16 325 68
16 339 17
16 349 -4
16 360 94
16 365 17
16 393 57
16 400 26
16 406 74
16 414 -34
16 416 -10
16 433 59
16 444 -47
16 480 35
16 484 -45
16 519 -23
16 535 -11
16 560 -41
16 561 -15
16 570 67
16 591 93
16 592 54
16 597 -46
16 607 -58
16 608 87
16 610 53
16 643 -94
16 646 -8
16 660 43
16 666 88
16 667 -20
16 673 46
16 680 -66
16 682 -21
16 703 -2
16 713 8
16 722 -91
16 738 -53
16 765 48
16 769 41
16 786 55
16 803 -33
16 806 51
16 814 -17
16 830 4
16 834 -83
16 837 59
16 861 -43
16 879 -23
16 882 -12
16 910 -45
16 917 -74
16 928 17
16 950 -17
16 957 -15
16 963 -39
16 964 -73
16 965 -94
16 967 -37
16 977 19
16 983 92
16 997 -53
16 1000 -44
17 25 -49
17 48 44
17 78 -64
17 79 48
17 89 92
17 90 84
17 111 -55
17 115 50
17 117 22
17 128 -96
17 130 17
17 131 62
17 136 -70
17 143 31
17 150 -96
17 153 -81
17 154 -92
17 162 -60
17 167 -29
17 171 34
17 185 12
17 190 57
17 192 82
17 194 34
17 206 13
17 209 -43
17 214 -3
17 220 64
17 225 60
17 234 -63
17 240 46
17 260 38
17 264 -9
17 292 5
17 313 -6
17 325 -71
17 328 -92
17 329 -31
17 373 -34
17 374 71
17 396 23
17 397 -17
17 399 -64
17 402 18
17 413 -15
17 417 39
17 479 -42
17 482 66
17 508 -41
17 521 -91
17 529 72
17 543 14
17 556 -100
17 560 -67
17 575 -65
17 578 92
17 620 -54
17 623 1
17 636 -39
17 641 35
17 649 -62
17 661 -4
17 680 -41
17 688 95
17 690 89
17 697 49
17 712 8
17 713 -42
17 719 8
17 787 -63
17 810 56
17 827 -79
17 829 56
17 833 69
17 842 38
17 843 58
17 847 48
17 856 -99
17 870 39
17 899 -64
17 906 35
17 915 -85
17 922 -31
17 924 -66
17 933 94
17 952 82
17 999 15
17 1000 36
18 21 7
18 22 98
18 31 -36
18 40 89
18 57 54
18 58 -35
18 69 -19
18 102 14
18 116 31
18 120 55
18 165 -67
18 166 12
18 169 34
18 174 43
18 179 -65
18 181 -37
18 193 39
18 194 -16
18 200 -63
18 229 -37
18 241 95
18 245 -7
18 269 56
18 276 -31
18 285 -4
18 286 -7
18 291 3
18 296 87
18 303 -43
18 317 86
18 319 12
18 327 16
18 338 -25
18 345 -74
18 357 61
18 362 50
18 365 -4
18 375 74
18 377 -22
18 382 -18
18 385 65
18 386 -49
18 388 -79
18 392 43
18 395 61
18 400 74
18 412 84
18 417 3
18 418 45
18 420 -40
18 423 -84
18 426 47
18 459 -61
18 463 -27
18 472 61
18 477 43
18 489 25
18 499 46
18 519 58
18 535 -35
18 539 -50
18 558 24
18 571 -12
18 576 84
18 596 50
18 606 36
18 611 73
18 613 64
18 614 -10
18 626 -44
18 634 3
18 647 -16
18 654 -50
18 671 -87
18 719 23
18 735 2
18 747 -6
18 748 -89
18 772 15
18 783 -29
18 785 -70
18 788 3
18 822 52
18 834 -25
18 837 37
18 846 -19
18 872 64
18 898 -2
18 924 94
18 933 -29
18 938 -24
18 949 -1
18 956 3
18 958 2
18 983 4
18 986 -56
18 987 -10
18 992 50
19 20 95
19 25 -73
19 28 50
19 44 -41
19 49 -28
19 50 8
19 52 -74
19 58 85
19 62 63
19 64 -7
19 82 -37
19 91 -78
19 94 61
19 106 19
19 121 70
19 127 77
19 130 -53
19 142 -26
19 151 1
19 220 58
19 231 21
19 238 -47
19 241 -30
19 245 13
19 267 -91
19 289 -30
19 290 88
19 299 -87
19 301 17
19 309 -90
19 328 92
19 329 68
19 334 77
19 335 -2
19 360 -20
19 366 81
19 374 21
19 387 -21
19 397 59
19 402 4
19 406 70
19 416 -43
19 440 -50
19 443 -11
19 450 -17
19 452 65
19 462 -26
19 465 -60
19 472 -96
19 475 70
19 478 -79
19 483 45
19 484 -31
19 503 -69
19 506 2
19 513 -33
19 516 54
19 535 44
19 541 -32
19 547 -33
19 548 -32
19 551 -79
19 571 -18
19 582 -21
19 602 -84
19 604 46
19 613 -38
19 622 46
19 637 -88
19 649 14
19 660 -77
19 679 64
19 688 -96
19 694 91
19 700 -14
19 743 -17
19 752 38
19 782 -85
19 801 66
19 827 66
19 831 -51
19 832 89
19 837 -62
19 859 75
19 860 -58
19 863 -26
19 874 -24
19 900 45
19 909 -7
19 914 92
19 919 45
19 925 -10
19 942 -75
19 951 45
19 964 47
19 976 25
19 984 37
19 990 -88
19 992 31
20 24 27
20 26 15
20 31 37
20 39 11
20 41 -47
20 43 -68
20 49 55
20 63 57
20 70 -11
20 76 96
20 83 59
20 90 27
20 107 37
20 109 61
20 117 -91
20 118 -80
20 129 -16
20 133 25
20 134 -74
20 162 49
20 164 96
20 166 -75
20 180 73
20 184 -29
20 200 34
20 203 -70
20 221 -8
20 226 -92
20 250 -67
20 265 -60
20 266 59
20 271 -19
20 272 -53
20 275 17
20 278 -41
20 283 -16
20 292 53
20 302 -43
20 306 -28
20 325 -65
20 332 -47
20 339 -92
20 342 12
20 356 17
20 358 54
20 359 -32
20 370 84
20 376 36
20 387 52
20 395 -53
20 401 49
20 418 14
20 419 65
20 421 -1
20 426 68
20 427 45
20 437 88
20 451 41
20 477 -31
20 494 63
20 496 96
20 498 -93
20 502 1
20 524 -38
20 577 -28
20 591 -55
20 609 18
20 622 7
20 634 18
20 635 11
20 642 24
20 666 57
20 670 -100
20 677 33
20 681 -14
20 690 -93
20 692 -14
20 698 57
20 700 98
20 703 52
20 713 -52
20 722 24
20 736 60
20 739 -95
20 746 -63
20 753 -79
20 759 47
20 760 -64
20 799 -12
20 819 -88
20 820 -21
20 823 -60
20 824 -89
20 832 -46
20 840 14
20 858 23
20 874 47
20 877 44
20 882 51
20 888 30
20 889 50
20 896 -80
20 906 61
20 907 -29
20 910 -28
20 933 26
20 944 -31
20 953 -50
20 962 48
20 973 -59
20 974 27
20 986 17
21 24 -29
21 28 -49
21 46 77
21 47 -43
21 53 49
21 71 38
21 80 -41
21 85 -40
21 97 13
21 106 -30
21 114 -19
21 115 -47
21 119 91
21 120 82
21 182 62
21 187 -49
21 193 -74
21 210 -7
21 224 42
21 228 66
21 235 76
21 241 -90
21 257 28
21 259 46
21 264 22
21 275 -21
21 283 -36
21 284 -96
21 286 76
21 293 15
21 310 -10
21 315 9
21 326 53
21 329 -76
21 350 41
21 355 -99
21 356 45
21 362 -48
21 366 9
21 368 -90
21 371 20
21 385 50
21 441 88
21 471 33
21 490 -52
21 491 11
21 512 -82
21 522 82
21 530 27
21 536 -66
21 539 -25
21 543 76
21 558 8
21 560 82
21 567 41
21 583 91
21 593 -81
21 596 -86
21 613 89
21 617 50
21 657 61
21 713 -80
21 728 54
21 733 33
21 745 72
21 750 94
21 754 53
21 770 -75
21 784 98
21 808 13
21 809 13
21 825 97
21 845 50
21 852 -61
21 855 29
21 856 -72
21 862 -49
21 867 -1
21 889 80
21 903 71
21 923 42
21 936 70
21 939 -78
21 951 34
21 952 55
21 962 92
21 970 69
21 984 -44
21 988 12
21 998 -87
22 33 64
22 42 50
22 69 -28
22 74 51
22 83 83
22 110 77
22 120 8
22 149 -48
22 151 -98
22 169 -62
22 176 79
22 189 -3
22 200 88
22 209 -5
22 221 78
22 230 -51
22 240 -71
22 251 44
22 263 -27
22 275 33
22 291 -18
22 303 -49
22 315 -63
22 317 49
22 331 -57
22 342 -87
22 351 -39
22 365 -50
22 378 54
22 392 51
22 393 -49
22 396 51
22 423 53
22 430 4
22 431 -88
22 434 19
22 446 36
22 450 34
22 452 96
22 455 39
22 469 43
22 476 94
22 498 -51
22 524 9
22 540 -23
22 552 -43
22 556 -93
22 561 -79
22 562 -35
22 571 -95
22 612 -4
22 623 -17
22 645 -78
22 663 -42
22 667 17
22 673 56
22 679 -85
22 680 -34
22 693 -52
22 699 -41
22 704 -49
22 708 86
22 712 -72
22 722 -16
22 730 -4
22 735 -97
22 736 -84
22 750 -7
22 752 72
22 760 79
22 767 17
22 780 31
22 788 -52
22 797 -87
22 807 40
22 808 8
22 813 64
22 816 -83
22 817 -9
22 824 -1
22 829 -26
22 847 -86
22 856 -21
22 858 7
22 866 -71
22 877 97
22 878 12
22 886 37
22 895 -5
22 937 34
22 943 70
22 948 67
22 965 40
22 972 -90
22 976 -45
22 990 88
22 992 92
22 996 39
22 999 42
23 24 -85
23 30 -27
23 39 -68
23 53 -20
23 74 85
23 89 47
23 90 -65
23 96 -78
23 102 -66
23 105 -79
23 113 -11
23 135 -96
23 139 -91
23 162 53
23 174 -9
23 194 -86
23 198 25
23 208 25
23 215 41
23 226 90
23 227 -46
23 239 -64
23 243 -70
